Solicitud de pedido;Descripción Material;Descripción Servicio;MES;Moneda;Texto Solicitud Pedido;Nombre área solicitante;Fecha Lib. Solped;Denominación GrpComp;Valor total Pedido
1000023330;Course BookApplied Knowledge -Manageme;;marzo;EUR; Compra INV-91622 02/03/2026 £148.41 TRM libras 5.036,1 TRM Euro 4.399,03;UNIDAD ACADÉMICA ADMINISTRATIVA;20/03/2026;LIBROS ;169,89
1000023331;ACCA - AppliedKnowledge -Management;;marzo;EUR; Compra INV-91731 03/03/2026 £70.00 TRM libras 5.013,35 TRM Euro 4.361,73;UNIDAD ACADÉMICA ADMINISTRATIVA;20/03/2026;LIBROS ;80,43
1000023332;ACCA - AppliedKnowledge -Management;;marzo;EUR; Compra INV-92264 11/03/2026 £10.00 TRM libras 4.971,51 TRM Euro 4.291,74;UNIDAD ACADÉMICA ADMINISTRATIVA;20/03/2026;LIBROS ;11,58
1000023333;Digital Course Book External ACCAManageA;;marzo;EUR; Compra INV-92323 12/03/2026 £19.89 TRM libras 4.922,75 TRM Euro 4.249,34;UNIDAD ACADÉMICA ADMINISTRATIVA;20/03/2026;LIBROS ;23,04
1000023343;SERVICIO DE INTERNET HOGAR;SERVICIO INTERNET;marzo;COP; SERVICIO DE INTERNET HOGAR Supervisor: Henry Diaz Proveedor: CLARO Valor de la compra: COP $1.210.800 IVA incluido Vigencia: 01;EXPERIENCIA DE USUARIO;18/03/2026;SERVICIOS IT ;1.210.800,00
1000023312;SERV. MTTO EQUIPOS AUDIOVISUALES AULAS 8;MANTENIMIENTO MAQUINARIA Y EQUIPO;marzo;COP; SERVICIO DE MANTENIMIENTO EQUIPOS AUDIOVISUALES AULAS L815-L816 Y L817;GESTIÓN DE INFRAESTRUCTURA Y PLANTA FÍSICA;19/03/2026;SRV MTTO INFRAESTR;714.000,00
1000023313;SER. MTTO JARDINES Y CANOPY POR UN MES;SERVICIO MANTO. CONSTRUCCIONES Y EDIFICA;marzo;COP; SERVICIO DE ASISTENCIA TECNICA PARA EL MANTENIMIENTO DE LOS JARDINES Y CANOPY URBANO POR UN MES;GESTIÓN DE INFRAESTRUCTURA Y PLANTA FÍSICA;23/03/2026;SRV MTTO INFRAESTR;3.500.000,00
1000023335;SERV MTTO PREVEN PARARAYOS APANTALLAMIEN;SERVICIO MANTO. CONSTRUCCIONES Y EDIFICA;marzo;COP; SERVICIO DE MANTENIMIENTO PREVENTIVO SISTEMA APANTALLAMIENTO SEDE NOGAL JUNIO 2026, PROVEEDOR: POWER ELECTRIC, VALOR: $3.649.49;GESTIÓN DE INFRAESTRUCTURA Y PLANTA FÍSICA;20/03/2026;SRV MTTO INFRAESTR;3.649.492,00
1000023342;CONCILIACION TC;COCTEL - ESTACION (CAFE, AROMATICA, AGUA;marzo;COP; FORMALIZACION TC PROVEEDOR ESPITIA NERY MARTIN EDUARDO;PREGRADO;18/03/2026;INTERNACIONALES ;42.000,00
1000023322;Pago Licencia Universia 2025-2026;LICENCIAS Y SOFTWARE;marzo;COP; Pago a UNIVERSIA por concepto de Contrato Licencia Portal de servicios de empleo Universia Jobs, por el período noviembre 2025;GERENCIA DE INTERNACIONALIZACIÓN Y RELACIONES INSTITUCIONALES;24/03/2026;SOFTWARE ;11.768.386,00
1300003101;PASAJES AEREOS CONGRESO BQUILLA;PASAJES AEREOS;marzo;COP; TIQUETES BOG/BARRANQUILLA CONGREOS INTER;DIRECCIÓN DE EXTENSIÓN COMERCIAL;23/03/2026;TRANSPORTE ;943.772,00
1300003102;PASAJES AEREOS RELACIONAMIENTO INST CALI;PASAJES AEREOS;marzo;COP; TIQUETES RELACIONAMIENTO INSTITUCIONAL VALLE DEL CAUCA;EDUCACIÓN CONTINUADA COMERCIAL;23/03/2026;TRANSPORTE ;577.135,00
1000023315;INMERSIN EJECUTIVA 30X;MEMBRESIAS;marzo;USD; Inmersión Ejecutiva 30X;CONSULTORIA PRIVADA;22/04/2026;INSTITUCIONALES ;11.400,00
1000023345;LATHAM HEALTH;IMPRESOS PUBLICACIONES;marzo;COP; Latam HealthTech Forum 2026;PREGRADO;17/03/2026;INSTITUCIONALES ;1.588.561,00
1000022613;Combos Cine Colombia;PROMOCION DIVULGACION;marzo;COP; 28 combos de Cine Colombia;GERENCIA DE PROYECCIÓN Y CRECIMIENTO;17/03/2026;ALIMENTACION Y REF;669.424,00
1000023294;65 REFRIGERIOS - CALI COMFANDI;ALIMENTOS (DESAYU-REFRIG-ALMUERZO);marzo;COP; 65refrigerios para los días 18 y 19 de marzo en la ciudad de Cali -Pimer día: Sándwich de Jamón Queso y Tocineta con bebida;CONSULTORIA PRIVADA;26/03/2026;ALIMENTACION Y REF;1.495.508,00
1000023314;SERV. SEGURIDAD EVENTO 1.03.2026;VIGILANCIA;marzo;COP; SERVICIO APOYO VIGILANCIA Y SEGURIDAD EVENTO 10 DE MARZO;GESTIÓN DE INFRAESTRUCTURA Y PLANTA FÍSICA;24/03/2026;ASEO Y CAFETERIA ;116.512,00
1000023316;66 REFIGERIOS PORTUGUÉS;ALIMENTOS (DESAYU-REFRIG-ALMUERZO);marzo;COP; 66 REFRIGERIOS PARA EL CIERRE DE PORTUGUÉS, COHORTES 1 Y 2 , DE EDUCACIÓN CONTINUA.  PROVEEDOR :A FOCACCIA;EDUCACIÓN CONTINUADA PROYECTOS;19/03/2026;ALIMENTACION Y REF;1.083.560,00
1000023340;Barra de sodas;ALIMENTOS (DESAYU-REFRIG-ALMUERZO);marzo;COP; SOLICITUD DE SERVICIO DE BEBIDAS ENEVTO SEGUNDA TEMPORADA KZEMOS PROVEEDOR GRUPO PROMO.;GESTIÓN COMERCIAL EVENTOS EXTERNOS;18/03/2026;ALIMENTACION Y REF;144.720,00
1000023344;BONOS ALKOSTO - 2026 FAFCE;PREMIOS - BONOS;marzo;COP; BONOS JORNADAS DE BIENVENIDA Y SEMANA E - 2026 FACULTAD DE ADMINISTRACIÓN;FACULTAD DE ADMINISTRACION;23/03/2026;BONOS ;5.000.000,00
1000023308;Pago membresía ASCUN 2026;AFILIACIONES MEMBRESIAS INTERNACIONALES;marzo;COP; Pago membresía ASCUN 2026. Valor solped:29.306.250 COP;GERENCIA DE INTERNACIONALIZACIÓN Y RELACIONES INSTITUCIONALES;24/03/2026;LICENCIAS Y SUBSCR;29.306.250,00
1000023334;30X;INSCRIPCION EVENTOS NACIONAL - INTERNACI;marzo;USD; INSCRIPCIÓN 30X;GERENCIA IES;22/04/2026;LICENCIAS Y SUBSCR;11.400,00
1000023341;Pago membresía ASCOLFA 2026;AFILIACIONES MEMBRESIAS INTERNACIONALES;marzo;COP; Pago membresía ASCOLFA 2026. Valor solped: 7.686.900 COP;GERENCIA DE INTERNACIONALIZACIÓN Y RELACIONES INSTITUCIONALES;24/03/2026;LICENCIAS Y SUBSCR;7.686.900,00
1300003037;PASAJES AEREOS JOSE 29 MAR AL 02 ABR ARG;PASAJES AEREOS;marzo;COP; PASAJERO: JOSE ENRIQUE ALBA ESCAMILLA EVENTO: Summit 2026: Red de Universidades de Excelencia FECHA: 30 de marzo al 2 de abril;FACULTAD DE ADMINISTRACION;26/03/2026;VIAJES;5.570.386,00
1300003038;PASAJES TERRESTRES CARLOS 13 AL 15 MARZO;PASAJES TERRESTRES;marzo;COP; NOMBRE DEL PROFESOR: RODRIGUEZ BENAVIDES CARLOS EDUARDO CC: 80087985 CELULAR: 3167429405 UNIDAD DE ESTUDIO: POP ELEC III COSTOS;FACULTAD DE ADMINISTRACION;19/03/2026;VIAJES;425.000,00
1300003100;ALOJAMIENTO CONGRESO BARRANQUILLA;ALOJAMIENTO;marzo;COP; HOSPEDAJE BARRANQUILLA CONGRESO INTER CONTR;DIRECCIÓN DE EXTENSIÓN COMERCIAL;28/04/2026;VIAJES;632.487,00
1300003103;ALOJAMIENTO RELACIONAMIENTO INST CALI;ALOJAMIENTO;marzo;COP; HOSPEDAJE RELACIONAMIENTO INSTITUCIONAL VALLE DEL CAUCA;EDUCACIÓN CONTINUADA COMERCIAL;28/04/2026;VIAJES;160.518,00
1000023309;STAGE HAND;SERVICIOS PARA EVENTOS;marzo;COP; SOLICITUD DE SERVICIO DE PERSONAL AUDIOVISUAL PARA SEGUNDA TEMPORADA THE JURY EXPERIENCE CAMACOL. PROVEEDOR NEXTPRO;GESTIÓN COMERCIAL EVENTOS EXTERNOS;17/03/2026;SERVICIOS PROFESIO;476.000,00
1000023351;Cotización No. 10567;PREMIOS - BONOS;marzo;COP; Cotización No. 10567 COBIJA CASO COTIZACIÓN N DE RADICADO MESA DE SERVICIOS U EAN: 75336  Color: a requerir Descripción: Cob;MEDIACIONES DIDÁCTICAS;18/03/2026;EVENTOS ;1.495.776,00
1000023360;INSTAL SISTEMA DE RIEGO PUENTE;SERVICIO MANTO. CONSTRUCCIONES Y EDIFICA;marzo;COP; SUMINISTRO E INSTALACIÓN DE SISTEMA DE RIEGO PARA TERRAZA PUENTE $4'758.000;GESTIÓN DE INFRAESTRUCTURA Y PLANTA FÍSICA;06/04/2026;SRV MTTO INFRAESTR;4.758.000,00
1000023295;HORNO DE SECADO;;marzo;COP;" Caso mesa de servicios: 77076. Compra en el marco del proyecto de investigación externo ""Papapack"": Horno de secado a temperat";DIRECCIÓN DE INVESTIGACIONES;19/03/2026;ACTIVOS Y/O EQUIPO;4.605.657,00
1000023339;Transporte salida de campo;PASAJES TERRESTRES;marzo;COP; compra de un servicio de transporte para el día domingo 22 de marzo a piscilago para 22 personas, con un costo de 1650.000;PRÁCTICAS PROFESIONALES Y TRABAJOS DE GRADO;18/03/2026;TRANSPORTE ;1.650.000,00
1300003077;TRANSPORTES;PASAJES TERRESTRES;marzo;COP; VIATICOS EVENTO VALLE DEL CAUCA;DIRECCIÓN DE EXTENSIÓN COMERCIAL;19/03/2026;TRANSPORTE ;870.000,00
1300003079;TRANSPORTES;PASAJES TERRESTRES;marzo;COP; VIATICOS CONGRESO INTERNACIONAL DE BARRANQUILLA;DIRECCIÓN DE EXTENSIÓN COMERCIAL;19/03/2026;TRANSPORTE ;705.000,00
1000023296;REFRIGERIO VISITA COLEGIO;COCTEL - ESTACION (CAFE, AROMATICA, AGUA;marzo;COP; Solicitud refrigerio visita colegio Gimnasio Jireth;PREGRADO;20/03/2026;INSTITUCIONALES ;1.225.000,00
1000023297;estacion snack y cafe expo posgrados;COCTEL - ESTACION (CAFE, AROMATICA, AGUA;marzo;COP; Expo Ean Posgrados;POSGRADO;17/03/2026;INSTITUCIONALES ;3.629.500,00
1000023362;CAMPAÑA BECAS POR COLOMBIA;PROMOCION DIVULGACION;marzo;COP;" NOTICIERO ATLANTICO EN NOTICIAS/OLIMPICA Emisión de 4 cuñas diarias de lunes a viernes, máximo de 30"" cada una (distribuidas";GESTIÓN DE COMUNICACIONES Y PUBLICIDAD;18/03/2026;INSTITUCIONALES ;3.570.000,00
1000023346;Compra de 6 bonos;PREMIOS - BONOS;marzo;COP; Solicitud de 6 bonos  de Alkosto - por valor de cada uno de $ 300.000 para el evento BUENAS PRÁCTICAS DOCENTE 2026.;VICERRECTORÍA DE INNOVACIÓN ACADÉMICA;08/04/2026;BONOS ;1.800.000,00
1000023298;MARCADOR BORRABLE;;marzo;COP;" ""MOTIVO: Materiales de apoyo CAP PROVEEDOR: IDENTIFY FECHA: 18 DE MARZO VALOR: $130900""";FACULTAD DE HUMANIDADES Y CIENCIAS SOCIALES;17/03/2026;PAPELERÍA ;130.900,00
1000023318;Pago membresía OUI 2026;AFILIACIONES MEMBRESIAS INTERNACIONALES;marzo;USD; Pago membresía OUI 2026. Valor solped: 1865 USD;GERENCIA DE INTERNACIONALIZACIÓN Y RELACIONES INSTITUCIONALES;24/03/2026;LICENCIAS Y SUBSCR;1.865,00
1000023323;Pago membresía ASCOFAPSI 2026;AFILIACIONES MEMBRESIAS INTERNACIONALES;marzo;COP; Pago membresía ASCOFAPSI 2026. Valor solped: 13.000.000 COP;GERENCIA DE INTERNACIONALIZACIÓN Y RELACIONES INSTITUCIONALES;24/03/2026;LICENCIAS Y SUBSCR;13.000.000,00
1000023338;PAGO ELEVENLABS;LICENCIAS Y SOFTWARE;marzo;USD; Automatización de campañas de EanX por medio de software de gestión de Creación voces AI Elevenlabs.;EAN X PROYECTOS;19/03/2026;LICENCIAS Y SUBSCR;0
1000023347;PAGO PLATAFORMA FACEBOOK;AVISOS Y PROPAGANDA;marzo;USD; Automatización de campañas de EanX por medio de software de gestión de la red social FACEBOOK;EAN X PROYECTOS;07/04/2026;LICENCIAS Y SUBSCR;1.838,19
1000023348;PAGO PLATAFORMA MANYCHAT;LICENCIAS Y SOFTWARE;marzo;USD; Automatización de campañas de EanX por medio de software de gestión de la red social MANYCHAT.;EAN X PROYECTOS;13/04/2026;LICENCIAS Y SUBSCR;15
1000023349;PAGO PLATAFORMA TIKTOK  PROMOTE;AVISOS Y PROPAGANDA;marzo;USD; Automatización de campañas de EanX por medio de software de gestión de la red social TIKTOK PROMOTE;EAN X PROYECTOS;08/04/2026;LICENCIAS Y SUBSCR;53,41
1000023352;CARTULINA;;marzo;COP; MOTIVO: Papeleria - Materiales CAP PROVEEDOR: ESAN - BP: FECHA: 18 DE MARZO VALOR: 63.665;FACULTAD DE HUMANIDADES Y CIENCIAS SOCIALES;17/03/2026;PAPELERÍA ;63.665,00
1000023326;RENOVACION POLIZA DE CIBERSEGURIDAD 2026;;marzo;COP; RENOVACION POLIZA DE CIBERSEGURIDAD 2026 Supervisor: Néstor Cantor Proveedor: CHUBB Valor de la compra: COP $22.079.814 IVA in;SEGURIDAD INFORMÁTICA;17/03/2026;SEGUROS;22.079.813,00
1000023336;INTERPRETE LEGUAJE DE SEÑAS;GRADOS;marzo;COP; SERVICIO DE INTERPRETE DE LENGUAJE DE SEÑAS PARA LA CEREMONIA GRADOS PRIVADOS MARZO 27 DE 2026 (2 SESIONES);PROTOCOLO Y GESTIÓN DE EVENTOS INTERNOS;26/03/2026;GRADOS Y EVENTOS ;250.000,00
1000023337;INTERPRETE LEGUAJE DE SEÑAS;GRADOS;marzo;COP; SERVICIO DE INTERPRETE DE LENGUAJE DE SEÑAS PARA LA CEREMONIA GRADOS PRIVADOS MARZO 27 DE 2026 (2 SESIONES);PROTOCOLO Y GESTIÓN DE EVENTOS INTERNOS;26/03/2026;GRADOS Y EVENTOS ;250.000,00
1000023350;IV CONGRESO INTERNACIONAL;HONORARIOS ASESORIA JURIDICA;marzo;COP; IV CONGRESO INTERNACIONAL DE CONTRATACIÓN ESTATAL;GESTIÓN JURÍDICA, LEGAL Y PROTECCIÓN DE DATOS PERSONALES;17/03/2026;VIAJES;1.500.000,00
1300003074;TRANSPORTE TERRESTRE;PASAJES TERRESTRES;marzo;COP; VIÁTICOS TRANSPORTE Y ALIMENTACIÓN - VIAJE BARRANQUILLA BECAS POR COLOMBIA  MARIA FERNANDA ROZO CORREA - CC. 35419791 - 10000;NUEVOS MERCADOS;26/03/2026;VIAJES;400.000,00
1300003075;TRANSPORTE TERRESTRE;PASAJES TERRESTRES;marzo;COP; VIÁTICOS TRANSPORTE Y ALIMENTACIÓN - VIAJE BARRANQUILLA BECAS POR COLOMBIA  JOSE ALFONSO MORENO LOBO - CC. 88247153 - BP: 100;NUEVOS MERCADOS;26/03/2026;VIAJES;595.000,00
1300003076;RESERVA AAGLCQY;PASAJES AEREOS;marzo;COP; VUELOS VIAJE BARRANQUILLA - BECAS POR COLOMBIA FECHA: 20 MARZO ZEPPELIN RESERVA: AAGLCQY;NUEVOS MERCADOS;07/04/2026;VIAJES;1.414.522,00
1300003078;RESERVA AAGLCRG MARIA FERNANDA;PASAJES AEREOS;marzo;COP; VUELOS VIAJE BUCARAMANGA - BECAS POR COLOMBIA FECHA: 13 MARZO ZEPPELIN RESERVA: AAGLCRG;NUEVOS MERCADOS;28/04/2026;VIAJES;1.379.583,00
1300003110;Pasajes terrestres Barranquilla;PASAJES TERRESTRES;marzo;COP; Gastos de viaje Jaime Reyes Barranquilla - 20 de marzo;CONSULTORÍA ESPECIALIZADA;19/03/2026;VIAJES;120.000,00
1300003120;HOSPEDAJE EDGAR GONZALEZ;ALOJAMIENTO;marzo;COP; HOSPEDAJE BUCARAMANGA - EDGAR ARTURO GONZALEZ MONGUI - CC. 1018420260  PROVEEDOR. ZEPPELIN HOTEL: DANN CARLTON BUCARAMANGA FACT;REGIONES;17/03/2026;VIAJES;0
1000023325;pago plataforma Google;PROMOCION DIVULGACION;marzo;COP; Automatización de campañas de EanX por medio de software de gestión de la red social GOOGLE.;EAN X PROYECTOS;20/03/2026;SERVICIOS PROFESIO;1.100.000,00
1000023275;CUADERNO PEQUEÑO MERCHANDISING;;marzo;COP;;POSGRADO;26/03/2026;PUBLIC – MATER POP;24.007.542,00
1000023383;SUSCRIPCIÓN BITLY;TRAMITES LICENCIAS;marzo;USD; SE REALIZA LA SUSCRIPCIÓN DE BITLY PARA PLANES COMERCIALES MEDIO DE PAGO A SUSCRIPCION TC;PUBLICIDAD;24/03/2026;SOFTWARE ;348
1000023384;FINCOVAL GESTION COBRO FEBRERO 2026;HONORARIOS;marzo;COP; FINCOVAL S.A.S. Gestión Cobro Febrero 2026;DIRECCIÓN DE RECURSOS FINANCIEROS;24/03/2026;OUTSOURCING ;480.467,00
1000023385;FINCOVAL COMISION FEBRERO 2026;HONORARIOS;marzo;COP; FINCOVAL S.A.S. Comisión Gestion cobro Febrero 2026;DIRECCIÓN DE RECURSOS FINANCIEROS;24/03/2026;OUTSOURCING ;392.675,00
1000023386;PAYU COLOMBIA;HONORARIOS;marzo;COP; PayU Colombia S.A.S Compra del paquete transaccional anual  de PAYU 12.000 transacciones;DIRECCIÓN DE RECURSOS FINANCIEROS;24/03/2026;OUTSOURCING ;842.510,00
1000023356;STICKERS;PROMOCION DIVULGACION;marzo;COP; STICKERS CON DISEÑO: Dimensiones: 5 cm x 5 cm. Impresión digital sobre vinilo adhesivo blanco. Corte de contorno en plotter.;GESTIÓN DE COMUNICACIONES Y PUBLICIDAD;19/03/2026;INSTITUCIONALES ;165.838,00
1000023357;Refrigerios Neuroteens;ALIMENTOS (DESAYU-REFRIG-ALMUERZO);marzo;COP; Necesitamos 10 refrigerios, para el 21 de marzo, con la focaccia. CECO: 10500112 Cuenta mayor: 5111550002 CASINO Y RESTAURANTE;DISEÑO ORGANIZACIONAL Y GESTIÓN DEL CAMBIO;19/03/2026;INSTITUCIONALES ;135.000,00
1000023387;STAND;ALQUILER STAND - CARPAS;marzo;COP; STAND FILBO;PREGRADO;07/05/2026;INSTITUCIONALES ;45.389.998,00
1000023355;Anticipo patios productivos;INGRESOS TERCEROS;marzo;COP; Anticipo 100% para Gabriela botero para cubrir los costos del proyecto territorio vivo (patios productivos) que se llevará a c;RECTORÍA;09/04/2026;ELEM. FERRETERIA C;13.150.000,00
1000023328;CASINO REFRIGERIO;ALIMENTOS (DESAYU-REFRIG-ALMUERZO);marzo;COP; EVENTO SIEMBRA;POSGRADO;20/03/2026;ALIMENTACION Y REF;510.000,00
1000023329;REFRIGERIOS - EVENTO REDAC - 24 MARZO;ALIMENTOS (DESAYU-REFRIG-ALMUERZO);marzo;COP; Evento: REDAC - Doctorados Fecha del evento: 24 de marzo de 2026 Lugar en la mañana: Auditorio Nativos - Hora 7:00am a 12:00pm;FACULTAD DE ADMINISTRACION;20/03/2026;ALIMENTACION Y REF;6.265.350,00
1000023358;ESTACION DE CAFE;COCTEL - ESTACION (CAFE, AROMATICA, AGUA;marzo;COP; Refrigerio Workshop: gestión de la neurodiversidad y la psicopatología en ámbitos educativos PERSONA DE CONTACTO DIANA CAROL;POSGRADO;19/03/2026;ALIMENTACION Y REF;1.830.440,00
1000023370;Pastel Pollo Mediano;ALIMENTOS (DESAYU-REFRIG-ALMUERZO);marzo;COP; Refrigerio Proveedor: LA REGIONAL;SISTEMA DE GESTIÓN DE LA SEGURIDAD Y SALUD EN EL TRABAJO;20/03/2026;ALIMENTACION Y REF;270.000,00
1000023391;200 refrigerios;ALIMENTOS (DESAYU-REFRIG-ALMUERZO);marzo;COP;;EDUCACIÓN CONTINUADA PROYECTOS;25/03/2026;ALIMENTACION Y REF;4.372.000,00
1000023327;100 boletas cineco pass 2d;PREMIOS - BONOS;marzo;COP; BOLETAS DE CINE - BONOS CINE COLOMBIA Evento: Se requiere para enterga premios en eventos que realice la Facultad.;FACULTAD DE ADMINISTRACION;24/03/2026;BONOS ;2.519.380,00
1000023380;CARGA;PREMIOS - BONOS;marzo;COP; BONOS BIG PASS PRACTICANTES DE MERCADEO AUTORIZADO POR EL DECANO JOSE ALBA SOLICITADO POR EL DIRECTOR DE PROGRAMA MIGUEL ARENAS;FACULTAD DE ADMINISTRACION;20/04/2026;BONOS ;3.306.208,00
1000023382;CARGA;PREMIOS - BONOS;marzo;COP; BONOS BIG PASS APROBADOS POR EL DECANO JOSE ALBA EVENTO: SE REQUIEREN ESTOS BONOS PARA PREMIOS - EVENTOS FACULTAD (SEMANA E - J;FACULTAD DE ADMINISTRACION;20/04/2026;BONOS ;1.081.776,00
1000023390;compra de 4 parlantes sony;PREMIOS - BONOS;marzo;COP;" Solicitud compra de 4 parlantes Sony 4548736146402 Parl SONY SRS-XB100""NEO $ 309.900 valor total  con iva   1.239.600 Evento pr";VICERRECTORÍA DE INNOVACIÓN ACADÉMICA;25/03/2026;BONOS ;719.598,00
1000023319;PAGO PLATAFORMA TIKTOK;AVISOS Y PROPAGANDA;marzo;COP; Automatización de campañas de EanX por medio de software de gestión de la red social TIKTOK;EAN X PROYECTOS;20/03/2026;LICENCIAS Y SUBSCR;183.855,00
1000023353;39 LICENCIAS ACCESO PLATAFORMA CERTIPROF;ALQUILER DE SOFTWARE Y LICENCIAS;marzo;COP;" COMPRA LICENCIAS (VOUCHER) ACCESO A PLATAFORMA PARA PRESENTAR EXAMEN CERTIPROF ""CAMP - PMP"" - PROGRAMA EDUCACIÓN CONTINUA - CA";EDUCACIÓN CONTINUADA PROYECTOS;26/03/2026;LICENCIAS Y SUBSCR;4.989.075,00
1000023363;SUSCRIPCIÓN 30X;INSCRIPCION EVENTOS NACIONAL - INTERNACI;marzo;USD; INSCRIPCIÓN 30X;FACULTAD DE ADMINISTRACION;22/04/2026;LICENCIAS Y SUBSCR;11.400,00
1000023371;Suscripcion La Republica Brigitte Baptis;SUSCRIPCIONES PERIODICOS Y REVISTAS;marzo;COP; Pago suscripcion La Republica Brigitte Baptiste Valor: 490.500;RECTORÍA;20/03/2026;LICENCIAS Y SUBSCR;490.500,00
1000023381;DIPLOMADO EXCEL PRESENCIAL_2025;EXAMENES LENGUAS EXTRANJERAS;marzo;COP; Solped correspondiente a la migración del saldo de la solped No. 1000019094, asociada a la OC No. 4000019089.;EDUCACIÓN CONTINUADA PROYECTOS;25/03/2026;LICENCIAS Y SUBSCR;7.961.000,00
1300003098;Pasajes terrest Bqlla Alejandro Borrero;PASAJES TERRESTRES;marzo;COP; Gastos de viaje Alejandro Borrero Barranquilla;CONSULTORÍA ESPECIALIZADA;19/03/2026;VIAJES;100.000,00
1300003099;Pasajes terrest Bqlla MElvira Paez;PASAJES TERRESTRES;marzo;COP; Gastos de viaje María Elvira Paez Barranquilla Transporte terrestre aeropuerto;CONSULTORÍA ESPECIALIZADA;19/03/2026;VIAJES;100.000,00
1300003104;Manutencion Vanesa Suarez;MANUTENCION;marzo;COP; Viaticos Vanesa suarez 25.03 a 29.03 a Puerto Carreño el objeto de cumplir la misión comercial Ean Orinoquia, reunión con se;RECTORÍA;19/03/2026;VIAJES;530.000,00
1300003105;Manutención Alejandro Borrero;INGRESOS TERCEROS;marzo;COP; Viatico Alejandro Borrero CC 16712008 Viaje a Puerto Carreño del 25.03 a 29.03 Con el objeto de cumplir la misión comercial E;RECTORÍA;19/03/2026;VIAJES;530.000,00
1300003106;Manutencion Alejandro Riaño;INGRESOS TERCEROS;marzo;COP; Viaticos Alejandro Riaño cc 1073248492 de 25.03 a 29.03 a Puerto Carreño Con el objeto de cumplir la misión comercial Ean Or;RECTORÍA;19/03/2026;VIAJES;530.000,00
1300003111;PASAJES TERRESTRES MONICA 13 AL 17 ABRIL;PASAJES TERRESTRES;marzo;COP; GASTOS DE VIAJE NOMBRE: MONICA ALEJANDRA PASTRANA GRANADOS CC. 26428709 EVENTO:  salida pedagógica a Cartagena.Salida que se e;FACULTAD DE ADMINISTRACION;19/03/2026;VIAJES;1.200.000,00
1300003130;Reserva AAGMYGG - Danny Losada;PASAJES AEREOS;marzo;COP; Zeppelin Reserva AAGMYGG Danny Losada Medellín - Bogotá 24 - 25 de marzo Consultoría Minera Cobre;CONSULTORÍA ESPECIALIZADA;25/03/2026;VIAJES;396.934,00
1000023354;Retoque fotográfico biografía Dra. Cecil;HONORARIOS GESTION DEL CONOCIMIENTO;marzo;COP; Proveedor Juan Bernardo Arias Blanco NIT 79.420.769 BP: 10000331481 Servicio: Se realiza el retoque fotográfico de imágenes a;PUBLICACIONES CIENTIFICAS Y DOCENTES;19/03/2026;SERVICIOS PROFESIO;1.104.000,00
1000023365;INS CONTROL DE ACCESO PUERTA ESCALERA;SERVICIO MANTO. CONSTRUCCIONES Y EDIFICA;marzo;COP; SERVICIO SUMINISTRO E INSTALACION CONTROL DE ACCESO ESCALERA DE EMERGENCIOA ESCALERA SOTANO 1 LEGACY. PROVEEDOR: AMERICAM ALARM;GESTIÓN DE INFRAESTRUCTURA Y PLANTA FÍSICA;25/03/2026;SRV MTTO INFRAESTR;5.239.289,00
1000023375;INSTA PUNTO DATOS CUARTO DE BOMBAS;CABLEADO ESTRUCTURADO;marzo;COP; SERVIVIO SUMINISTRO E INSTALACION DE PUNTO DE DATOS PARA CUARTO DE BOMBAS, PROVEEDOR: SIETE, VALOR: $1.180.213, CASO:77299;GESTIÓN DE INFRAESTRUCTURA Y PLANTA FÍSICA;07/04/2026;SRV MTTO INFRAESTR;1.180.214,00
1000023377;INSTALACION SOLAR SCREEN VICERRECTORIA A;SERVICIO MANTO. CONSTRUCCIONES Y EDIFICA;marzo;COP; SERVICIO SUMINISTRO E INSTALACION DE SOLAR SCREEN VICERRECTORIA ACADEMICA, PROVEEDOR: SECURITY WINDOWS, VALOR: $1.563.660, CASO;GESTIÓN DE INFRAESTRUCTURA Y PLANTA FÍSICA;25/03/2026;SRV MTTO INFRAESTR;1.563.660,00
1000023378;SERV INST DE VIDRIOS PERFORADOS SNEUTRO;SERVICIO MANTO. CONSTRUCCIONES Y EDIFICA;marzo;COP; SERVICIO SUMINISTRO E INSTALACION DE VIDRIOS CON PERFORACIONES PARA SALA NEUTRO, PROVEEDOR: SECURITY WINDOWS, VALOR: $ 2.023.00;GESTIÓN DE INFRAESTRUCTURA Y PLANTA FÍSICA;25/03/2026;SRV MTTO INFRAESTR;2.023.000,00
1000023376;Renovación licencia Linkedln;LICENCIAS Y SOFTWARE;marzo;USD; Renovación de licencia Linkedln - Hypercubus;SELECCIÓN DEL TALENTO Y CALIDAD DE VIDA;19/03/2026;SOFTWARE ;0
1000023364;SUSCRIPCION ANUAL;BASE DE DATOS;marzo;USD; SUSCRIPCION Plan IA Envato - Equipo de diseño;PUBLICIDAD;07/04/2026;INSTITUCIONALES ;1.308,00
1000023392;PRESENTACIONES EAN;HONORARIOS ASESORIA TECNICA;marzo;COP; PRESENTACIONES EAN MARE;CONSULTORIA PRIVADA;24/03/2026;INSTITUCIONALES ;3.712.800,00
1000023366;Refrigerios para voluntariado refugio an;ALIMENTOS (DESAYU-REFRIG-ALMUERZO);marzo;COP; SOLICITUD DE CASOS  Actividad:  Refrigerios para acción voluntaria a refugio animal Guadalupe.  Descripción:  Compra de 40 re;BIENESTAR UNIVERSITARIO;20/03/2026;ALIMENTACION Y REF;420.000,00
